Time (ns),Current (nA),Voltage (mV),Energy (uJ)
"0","0","3272","1.1"
"268000","0","3283","1.1"
"478000","0","3279","1.5"
"688000","0","3282","1.5"
"898000","0","3279","1.8"
"1306000","0","3282","2.2"
"1574000","0","3280","2.2"
"1783000","0","3282","2.6"
"1993000","0","3281","2.6"
"2203000","0","3282","3.0"
"2610000","0","3281","3.4"
"2879000","0","3282","3.4"
"3088000","0","3281","3.7"
"3298000","0","3282","3.7"
"3509000","0","3282","4.1"
"3916000","0","3283","4.5"
"4184000","0","3282","4.5"
"4393000","0","3283","4.9"
"4603000","0","3282","4.9"
"4818000","0","3283","5.3"
"5209000","0","3282","5.3"
"5485000","0","3283","5.6"
"5695000","0","3282","5.6"
"5904000","0","3283","6.0"
"6113000","0","3282","6.0"
"6527000","0","3283","6.4"
"6795000","0","3282","6.8"
"7005000","0","3282","6.8"
"7215000","0","3282","7.1"
"7424000","0","3282","7.1"
"7832000","0","3281","7.5"
"8100000","0","3282","7.9"
"8310000","0","3281","7.9"
"8519000","0","3282","8.3"
"8729000","0","3281","8.3"
"9194000","0","3282","8.7"
"9405000","0","3281","9.0"
"9615000","0","3282","9.0"
"9825000","0","3281","9.4"
"10035000","0","3282","9.4"
"10443000","0","3281","9.8"
"10710000","0","3282","10.2"
"10920000","0","3281","10.2"
"11129000","0","3282","10.6"
"11339000","0","3281","10.6"
"11746000","0","3282","10.9"
"12014000","0","3281","11.3"
"12224000","0","3282","11.3"
"12434000","0","3281","11.7"
"12643000","0","3282","11.7"
"13051000","0","3282","12.1"
"13320000","0","3282","12.5"
"13530000","0","3282","12.5"
"13740000","0","3282","12.8"
"13951000","0","3282","12.8"
"14416000","0","3282","13.2"
"14626000","0","3282","13.6"
"14836000","0","3282","13.6"
"15045000","0","3282","14.0"
"15256000","0","3282","14.0"
"15663000","0","3282","14.3"
"15931000","0","3282","14.3"
"16141000","0","3282","14.7"
"16356000","0","3282","14.7"
"16567000","0","3282","15.1"
"17032000","0","3282","15.5"
"17241000","0","3282","15.5"
"17451000","0","3282","15.9"
"17661000","0","3282","15.9"
"17871000","0","3282","16.2"
"18278000","0","3282","16.6"
"18545000","0","3282","16.6"
"18756000","0","3282","17.0"
"18966000","0","3282","17.0"
"19176000","0","3282","17.4"
"19584000","0","3282","17.8"
"19853000","0","3282","17.8"
"20062000","0","3282","18.1"
"20271000","0","3282","18.1"
"20480000","0","3283","18.5"
"20888000","0","3283","18.9"
"21154000","0","3283","18.9"
"21365000","0","3283","19.3"
"21576000","0","3283","19.3"
"21785000","0","3283","19.7"
"22192000","0","3283","20.0"
"22461000","0","3283","20.0"
"22671000","0","3283","20.4"
"22881000","0","3283","20.4"
"23091000","0","3283","20.8"
"23499000","0","3283","20.8"
"23765000","0","3283","21.2"
"23976000","0","3283","21.5"
"24185000","0","3283","21.5"
"24395000","0","3283","21.5"
"24803000","0","3283","21.9"
"25072000","0","3283","22.3"
"25282000","0","3284","22.3"
"25492000","0","3284","22.7"
"25702000","0","3284","22.7"
"26111000","0","3283","23.0"
"26383000","0","3283","23.4"
"26593000","0","3283","23.4"
"26803000","0","3283","23.8"
"27013000","0","3283","23.8"
"27421000","0","3283","24.2"
"27690000","0","3283","24.6"
"27900000","0","3283","24.6"
"28111000","0","3283","25.0"
"28320000","0","3283","25.0"
"28786000","0","3283","25.3"
"28995000","0","3283","25.7"
"29205000","0","3282","25.7"
"29415000","0","3282","26.1"
"29625000","0","3282","26.1"
"30032000","0","3282","26.5"
"30300000","0","3282","26.8"
"30510000","0","3282","26.8"
"30720000","0","3282","27.2"
"30930000","0","3282","27.2"
"31338000","0","3282","27.6"
"31606000","0","3282","28.0"
"31816000","0","3282","28.0"
"32026000","0","3282","28.4"
"32236000","0","3282","28.4"
"32644000","0","3282","28.7"
"32911000","0","3282","29.1"
"33122000","0","3282","29.1"
"33332000","0","3282","29.5"
"33541000","0","3282","29.5"
"33948000","0","3282","29.9"
"34216000","0","3282","30.3"
"34427000","0","3282","30.3"
"34637000","0","3282","30.6"
"34846000","0","3282","30.6"
"35253000","0","3282","31.0"
"35463000","0","3282","31.0"
"35730000","0","3282","31.4"
"35940000","0","3282","31.8"
"36150000","0","3282","31.8"
"36563000","0","3282","32.1"
"36831000","0","3282","32.1"
"37041000","0","3282","32.5"
"37250000","0","3282","32.5"
"37460000","0","3282","32.9"
"37868000","0","3282","33.3"
"38135000","0","3282","33.3"
"38345000","0","3282","33.7"
"38555000","0","3282","33.7"
"38765000","0","3282","34.0"
"39173000","0","3282","34.4"
"39441000","0","3282","34.4"
"39652000","0","3282","34.8"
"39862000","0","3282","34.8"
"40071000","0","3282","35.2"
"40479000","0","3283","35.6"
"40747000","0","3283","35.6"
"40957000","0","3283","35.9"
"41167000","0","3283","35.9"
"41376000","0","3283","36.3"
"41783000","0","3283","36.7"
"42050000","0","3283","36.7"
"42260000","0","3283","37.1"
"42470000","0","3283","37.1"
"42680000","0","3283","37.5"
"43088000","0","3283","37.8"
"43356000","0","3283","37.8"
"43566000","0","3283","38.2"
"43775000","0","3283","38.2"
"43984000","0","3283","38.6"
"44393000","0","3283","39.0"
"44660000","0","3283","39.0"
"44871000","0","3283","39.4"
"45081000","0","3283","39.4"
"45291000","0","3283","39.7"
"45699000","0","3283","40.1"
"45967000","0","3283","40.1"
"46178000","0","3283","40.5"
"46393000","0","3283","40.5"
"46603000","0","3283","40.9"
"47017000","0","3283","40.9"
"47284000","0","3283","41.2"
"47494000","0","3283","41.6"
"47704000","0","3283","41.6"
"47913000","0","3283","42.0"
"48320000","0","3283","42.0"
"48589000","0","3283","42.4"
"48799000","0","3283","42.8"
"49008000","0","3283","42.8"
"49217000","0","3283","42.8"
"49624000","0","3283","43.1"
"49892000","0","3283","43.5"
"50102000","0","3283","43.5"
"50312000","0","3283","43.9"
"50523000","0","3283","43.9"
"50930000","0","3283","44.3"
"51199000","0","3283","44.7"
"51409000","0","3283","44.7"
"51619000","0","3283","45.0"
"51829000","0","3283","45.0"
"52237000","0","3282","45.4"
"52504000","0","3283","45.8"
"52714000","0","3282","45.8"
"52925000","0","3283","46.2"
"53135000","0","3282","46.2"
"53542000","0","3282","46.5"
"53810000","0","3282","46.9"
"54020000","0","3282","46.9"
"54231000","258400","3282","47.3"
"54441000","258400","3282","47.3"
"54849000","258400","3282","47.7"
"55117000","258400","3282","48.1"
"55327000","258400","3282","48.1"
"55537000","258400","3282","48.4"
"55748000","258400","3282","48.4"
"56155000","258400","3282","48.8"
"56428000","258400","3282","49.2"
"56639000","258400","3282","49.2"
"56849000","258400","3282","49.6"
"57058000","258400","3282","49.6"
"57451000","258400","3282","50.0"
"57727000","258400","3282","50.3"
"57936000","258400","3282","50.3"
"58146000","258400","3282","50.7"
"58356000","258400","3282","50.7"
"58765000","258400","3282","51.1"
"59033000","258400","3282","51.5"
"59243000","258400","3282","51.5"
"59453000","258400","3282","51.9"
"59662000","258400","3282","51.9"
"60069000","258400","3282","52.2"
"60336000","258400","3282","52.6"
"60546000","258400","3282","52.6"
"60756000","258400","3282","52.6"
"60966000","258400","3282","53.0"
"61374000","258400","3282","53.4"
"61642000","258400","3282","53.4"
"61851000","258400","3282","53.7"
"62062000","258400","3282","53.7"
"62272000","258400","3282","53.7"
"62737000","258400","3282","53.7"
"62947000","258400","3282","53.7"
"63157000","258400","3282","53.7"
"63367000","258400","3282","53.7"
"63577000","258400","3282","54.1"
"63985000","258400","3282","54.1"
"64253000","258400","3282","54.1"
"64464000","258400","3282","54.1"
"64674000","258400","3282","54.1"
"64884000","258400","3282","54.1"
"65292000","258400","3283","54.4"
"65559000","258400","3283","54.4"
"65769000","258400","3283","54.4"
"65979000","258400","3283","54.4"
"66189000","258400","3283","54.4"
"66602000","258400","3283","54.4"
"66870000","258400","3283","54.7"
"67080000","258400","3283","54.7"
"67289000","258400","3283","54.7"
"67500000","258400","3283","54.7"
"67908000","258400","3283","54.7"
"68175000","258400","3283","54.7"
"68386000","258400","3283","54.7"
"68595000","258400","3283","55.0"
"68805000","258400","3283","55.0"
"69212000","258400","3283","55.0"
"69480000","258400","3283","55.0"
"69690000","258400","3283","55.0"
"69901000","258400","3283","55.0"
"70110000","258400","3283","55.0"
"70517000","258400","3283","55.3"
"70784000","258400","3283","55.3"
"70994000","258400","3283","55.3"
"71204000","258400","3283","55.3"
"71414000","258400","3283","55.3"
"71821000","258400","3282","55.3"
"72089000","258400","3282","55.6"
"72299000","258400","3283","55.6"
"72509000","258400","3282","55.6"
"72719000","258400","3283","55.6"
"73127000","258400","3282","55.6"
"73394000","258400","3282","55.6"
"73605000","258400","3282","55.6"
"73815000","258400","3282","56.0"
"74025000","258400","3282","56.0"
"74432000","258400","3282","56.0"
"74700000","258400","3282","56.0"
"74911000","258400","3282","56.0"
"75120000","258400","3282","56.0"
"75330000","258400","3282","56.3"
"75738000","258400","3282","56.3"
"76005000","258400","3282","56.3"
"76220000","258400","3282","56.3"
"76430000","258400","3282","56.3"
"76640000","258400","3282","56.3"
"77047000","258400","3282","56.6"
"77314000","258400","3282","56.6"
"77524000","258400","3282","56.6"
"77734000","258400","3282","56.6"
"77944000","258400","3282","56.6"
"78351000","258400","3282","56.6"
"78619000","258400","3282","56.6"
"78829000","258400","3282","56.9"
"79038000","258400","3282","56.9"
"79247000","258400","3282","56.9"
"79655000","258400","3282","56.9"
"79923000","258400","3282","56.9"
"80132000","258400","3282","56.9"
"80343000","258400","3282","57.2"
"80553000","258400","3282","57.2"
"80961000","258400","3282","57.2"
"81228000","258400","3282","57.2"
"81439000","258400","3282","57.2"
"81648000","258400","3282","57.2"
"81859000","258400","3282","57.6"
"82267000","258400","3282","57.6"
"82535000","258400","3282","57.6"
"82745000","258400","3282","57.6"
"82955000","258400","3282","57.6"
"83165000","258400","3282","57.6"
"83573000","258400","3282","57.9"
"83840000","258400","3282","57.9"
"84050000","258400","3282","57.9"
"84260000","258400","3282","57.9"
"84469000","258400","3282","57.9"
"84877000","258400","3282","57.9"
"85145000","258400","3282","57.9"
"85355000","258400","3282","58.2"
"85566000","258400","3282","58.2"
"85776000","258400","3282","58.2"
"86184000","258400","3282","58.2"
"86457000","258400","3282","58.2"
"86667000","258400","3282","58.2"
"86877000","258400","3282","58.2"
"87088000","258400","3282","58.5"
"87495000","258400","3282","58.5"
"87763000","258400","3282","58.5"
"87973000","258400","3282","58.5"
"88183000","258400","3282","58.5"
"88393000","258400","3282","58.5"
"88806000","258400","3282","58.8"
"89074000","258400","3282","58.8"
"89284000","258400","3282","58.8"
"89494000","258400","3282","58.8"
"89703000","258400","3282","58.8"
"90111000","258400","3282","58.8"
"90379000","258400","3282","59.1"
"90589000","258400","3282","59.1"
"90800000","258400","3282","59.1"
"91010000","258400","3282","59.1"
"91418000","258400","3282","59.1"
"91686000","258400","3282","59.1"
"91896000","258400","3282","59.1"
"92106000","258400","3282","59.5"
"92316000","258400","3282","59.5"
"92724000","258400","3282","59.5"
"92992000","258400","3282","59.5"
"93202000","258400","3282","59.5"
"93412000","258400","3282","59.5"
"93622000","258400","3282","59.5"
"94029000","258400","3282","59.8"
"94297000","258400","3282","59.8"
"94507000","258400","3282","59.8"
"94717000","258400","3282","59.8"
"94926000","258400","3282","59.8"
"95334000","258400","3282","59.8"
"95602000","258400","3282","60.1"
"95812000","258400","3282","60.1"
"96023000","258400","3282","60.1"
"96239000","258400","3283","60.1"
"96630000","258400","3282","60.1"
"96905000","258400","3282","60.1"
"97115000","258400","3282","60.1"
"97325000","258400","3282","60.4"
"97535000","258400","3282","60.4"
"97942000","258400","3282","60.4"
"98210000","258400","3282","60.4"
"98420000","258400","3282","60.4"
"98630000","258400","3282","60.4"
"98840000","258400","3282","60.4"
"99306000","258400","3282","60.7"
"99515000","258400","3282","60.7"
"99725000","258400","3282","60.7"
"99935000","258400","3282","60.7"
"100144000","258400","3282","60.7"
"100610000","258400","3282","60.7"
"100820000","258400","3282","61.0"
"101030000","258400","3282","61.0"
"101241000","258400","3282","61.0"
"101451000","258400","3283","61.0"
"101859000","258400","3282","61.0"
"102127000","258400","3282","61.0"
"102336000","258400","3282","61.0"
"102546000","258400","3282","61.3"
"102757000","258400","3282","61.3"
"103164000","258400","3282","61.3"
"103432000","258400","3282","61.3"
"103642000","258400","3282","61.3"
"103852000","258400","3282","61.3"
"104061000","258400","3282","61.7"
"104526000","258400","3282","61.7"
"104736000","258400","3282","61.7"
"104946000","258400","3282","61.7"
"105156000","258400","3282","61.7"
"105366000","258400","3282","61.7"
"105773000","258400","3282","61.7"
"106041000","258400","3282","62.0"
"106256000","258400","3282","62.0"
"106467000","258400","3282","62.0"
"106677000","258400","3282","62.0"
"107085000","258400","3282","62.0"
"107351000","258400","3282","62.0"
"107562000","258400","3282","62.3"
"107772000","258400","3282","62.3"
"107983000","258400","3282","62.3"
"108390000","258400","3282","62.3"
"108658000","258400","3282","62.3"
"108868000","258400","3282","62.3"
"109078000","258400","3282","62.3"
"109287000","258400","3282","62.6"
"109695000","258400","3282","62.6"
"109962000","258400","3282","62.6"
"110172000","258400","3283","62.6"
"110382000","258400","3283","62.6"
"110592000","258400","3282","62.6"
"110999000","258400","3282","62.6"
"111267000","258400","3283","62.9"
"111476000","258400","3283","62.9"
"111687000","258400","3283","62.9"
"111897000","258400","3283","62.9"
"112304000","258400","3283","62.9"
"112572000","258400","3283","62.9"
"112782000","258400","3283","63.2"
"112991000","258400","3283","63.2"
"113200000","258400","3283","63.2"
"113609000","258400","3283","63.2"
"113876000","258400","3283","63.2"
"114086000","258400","3283","63.2"
"114297000","258400","3283","63.2"
"114507000","258400","3283","63.6"
"114915000","258400","3283","63.6"
"115182000","258400","3283","63.6"
"115392000","258400","3283","63.6"
"115602000","258400","3283","63.6"
"115813000","258400","3283","63.6"
"116226000","258400","3283","63.9"
"116493000","258400","3283","63.9"
"116703000","258400","3283","63.9"
"116912000","258400","3283","63.9"
"117122000","258400","3283","63.9"
"117588000","258400","3283","63.9"
"117798000","258400","3283","63.9"
"118007000","258400","3283","64.2"
"118218000","258400","3283","64.2"
"118427000","258400","3283","64.2"
"118834000","258400","3283","64.2"
"119102000","258400","3283","64.2"
"119312000","258400","3283","64.2"
"119522000","258400","3283","64.2"
"119730000","258400","3283","64.5"
"120139000","258400","3283","64.5"
"120406000","258400","3283","64.5"
"120616000","258400","3283","64.5"
"120827000","258400","3283","64.5"
"121037000","258400","3283","64.5"
"121502000","258400","3283","64.8"
"121712000","258400","3283","64.8"
"121922000","258400","3283","64.8"
"122133000","258400","3283","64.8"
"122343000","258400","3283","64.8"
"122751000","258400","3283","64.8"
"123017000","258400","3283","64.8"
"123227000","258400","3283","65.1"
"123437000","258400","3283","65.1"
"123648000","258400","3283","65.1"
"124114000","258400","3283","65.1"
"124324000","258400","3283","65.1"
"124534000","258400","3283","65.1"
"124743000","258400","3283","65.1"
"124953000","258400","3283","65.4"
"125417000","258400","3283","65.4"
"125627000","258400","3283","65.4"
"125837000","258400","3283","65.4"
"126047000","258400","3283","65.4"
"126263000","258400","3283","65.4"
"126728000","258400","3283","65.7"
"126939000","258400","3283","65.7"
"127148000","258400","3283","65.7"
"127359000","258400","3283","65.7"
"127569000","258400","3283","65.7"
"127976000","258400","3283","65.7"
"128244000","258400","3283","65.7"
"128454000","258400","3283","66.1"
"128663000","258400","3283","66.1"
"128874000","258400","3283","66.1"
"129339000","258400","3283","66.1"
"129549000","258400","3283","66.1"
"129759000","258400","3283","66.1"
"129968000","258400","3283","66.1"
"130178000","258400","3283","66.4"
"130648000","258400","3283","66.4"
"130857000","258400","3283","66.4"
"131068000","258400","3283","66.4"
"131278000","258400","3283","66.4"
"131488000","258400","3283","66.4"
"131952000","258400","3283","66.7"
"132163000","258400","3283","66.7"
"132372000","258400","3283","66.7"
"132582000","258400","3283","66.7"
"132792000","258400","3283","66.7"
"133257000","258400","3283","66.7"
"133467000","258400","3283","66.7"
"133677000","258400","3283","67.0"
"133887000","258400","3283","67.0"
"134096000","258400","3283","67.0"
"134503000","258400","3283","67.0"
"134772000","258400","3283","67.0"
"134982000","258400","3282","67.0"
"135193000","258400","3282","67.0"
"135403000","258400","3282","67.3"
"135810000","258400","3283","67.3"
"136078000","258400","3283","67.3"
"136294000","258400","3283","67.3"
"136503000","258400","3283","67.3"
"136713000","258400","3282","67.3"
"137120000","258400","3282","67.3"
"137389000","258400","3282","67.6"
"137599000","258400","3282","67.6"
"137808000","258400","3283","67.6"
"138018000","258400","3283","67.6"
"138425000","258400","3283","67.6"
"138692000","258400","3282","67.6"
"138902000","258400","3282","67.9"
"139111000","258400","3283","67.9"
"139321000","258400","3283","67.9"
"139729000","258400","3283","67.9"
"139998000","258400","3283","67.9"
"140208000","258400","3283","67.9"
"140418000","258400","3282","67.9"
"140629000","258400","3283","68.3"
"141037000","258400","3283","68.3"
"141304000","258400","3283","68.3"
"141514000","258400","3283","68.3"
"141724000","258400","3283","68.3"
"141935000","258400","3282","68.3"
"142341000","258400","3282","68.3"
"142610000","258400","3282","68.6"
"142819000","258400","3282","68.6"
"143029000","258400","3282","68.6"
"143239000","258400","3282","68.6"
"143703000","258400","3282","68.6"
"143912000","258400","3282","68.6"
"144122000","258400","3282","68.6"
"144332000","258400","3283","68.9"
"144541000","258400","3283","68.9"
"144949000","258400","3283","68.9"
"145216000","258400","3283","68.9"
"145426000","258400","3282","68.9"
"145637000","258400","3282","68.9"
"145846000","258400","3282","68.9"
"146260000","258400","3282","69.2"
"146527000","258400","3282","69.2"
"146737000","258400","3282","69.2"
"146947000","258400","3282","69.2"
"147158000","258400","3282","69.2"
"147623000","258400","3282","69.5"
"147832000","258400","3282","69.5"
"148043000","258400","3283","69.5"
"148252000","258400","3283","69.5"
"148462000","258400","3283","69.5"
"148870000","258400","3283","69.5"
"149137000","258400","3283","69.5"
"149348000","258400","3282","69.5"
"149558000","258400","3282","69.8"
"149767000","258400","3283","69.8"
"150175000","258400","3283","69.8"
"150442000","258400","3283","69.8"
"150652000","258400","3283","69.8"
"150862000","258400","3283","69.8"
"151071000","258400","3282","69.8"
"151536000","258400","3282","70.1"
"151746000","258400","3283","70.1"
"151956000","258400","3283","70.1"
"152166000","258400","3282","70.1"
"152377000","258400","3282","70.1"
"152784000","258400","3282","70.1"
"153053000","258400","3282","70.5"
"153262000","258400","3282","70.5"
"153472000","258400","3282","70.5"
"153683000","258400","3282","70.5"
"154091000","258400","3282","70.5"
"154358000","258400","3282","70.5"
"154567000","258400","3282","70.5"
"154777000","258400","3282","70.8"
"154986000","258400","3282","70.8"
"155393000","258400","3282","70.8"
"155661000","258400","3282","70.8"
"155871000","258400","3282","70.8"
"156081000","258400","3282","70.8"
"156296000","258400","3282","70.8"
"156704000","258400","3282","71.1"
"156972000","258400","3282","71.1"
"157181000","258400","3282","71.1"
"157391000","258400","3282","71.1"
"157601000","258400","3282","71.1"
"158009000","258400","3282","71.1"
"158277000","258400","3282","71.4"
"158486000","258400","3282","71.4"
"158696000","258400","3282","71.4"
"158906000","258400","3283","71.4"
"159314000","258400","3283","71.4"
"159581000","258400","3282","71.4"
"159791000","258400","3282","71.4"
"160002000","258400","3282","71.7"
"160211000","258400","3283","71.7"
"160618000","258400","3282","71.7"
"160886000","258400","3282","71.7"
"161096000","258400","3282","71.7"
"161305000","258400","3282","71.7"
"161515000","258400","3282","71.7"
"161922000","258400","3282","72.0"
"162191000","258400","3282","72.0"
"162401000","258400","3282","72.0"
"162611000","258400","3282","72.0"
"162821000","258400","3282","72.0"
"163229000","258400","3282","72.0"
"163497000","258400","3282","72.3"
"163707000","258400","3282","72.3"
"163917000","258400","3283","72.3"
"164127000","258400","3283","72.3"
"164535000","258400","3283","72.3"
"164802000","258400","3283","72.3"
"165014000","258400","3283","72.3"
"165223000","258400","3283","72.3"
"165433000","258400","3283","72.6"
"165841000","258400","3283","72.6"
"166109000","258400","3283","72.6"
"166325000","258400","3283","72.6"
"166535000","258400","3283","72.6"
"166744000","258400","3282","72.6"
"167152000","258400","3283","73.0"
"167419000","258400","3283","73.0"
"167630000","258400","3283","73.0"
"167840000","258400","3283","73.0"
"168050000","258400","3283","73.0"
"168457000","258400","3283","73.0"
"168726000","258400","3282","73.0"
"168936000","258400","3283","73.3"
"169147000","258400","3283","73.3"
"169357000","258400","3283","73.3"
"169765000","258400","3283","73.3"
"170032000","258400","3283","73.3"
"170242000","258400","3283","73.3"
"170452000","258400","3282","73.3"
"170662000","258400","3282","73.6"
"171069000","258400","3283","73.6"
"171337000","258400","3283","73.6"
"171547000","258400","3282","73.6"
"171756000","258400","3282","73.6"
"171966000","258400","3282","73.6"
"172374000","258400","3282","73.9"
"172646000","258400","3283","73.9"
"172855000","258400","3283","73.9"
"173065000","258400","3283","73.9"
"173275000","258400","3283","73.9"
"173682000","258400","3283","73.9"
"173951000","258400","3282","73.9"
"174161000","258400","3283","74.2"
"174370000","258400","3283","74.2"
"174581000","258400","3283","74.2"
"174988000","258400","3283","74.2"
"175255000","258400","3283","74.2"
"175465000","258400","3283","74.2"
"175675000","258400","3283","74.2"
"175885000","258400","3282","74.2"
"176299000","258400","3283","74.5"
"176568000","258400","3283","74.5"
"176777000","258400","3283","74.5"
"176987000","258400","3282","74.5"
"177197000","258400","3282","74.5"
"177605000","258400","3282","74.5"
"177872000","258400","3282","74.8"
"178083000","258400","3282","74.8"
"178292000","258400","3283","74.8"
"178503000","258400","3283","74.8"
"178910000","258400","3283","74.8"
"179179000","258400","3282","74.8"
"179389000","258400","3282","74.8"
"179598000","258400","3282","75.1"
"179808000","258400","3283","75.1"
"180216000","258400","3283","75.1"
"180484000","258400","3283","75.1"
"180694000","258400","3282","75.1"
"180903000","258400","3282","75.1"
"181113000","258400","3282","75.1"
"181520000","258400","3282","75.4"
"181788000","258400","3283","75.4"
"181999000","258400","3282","75.4"
"182208000","258400","3282","75.4"
"182418000","258400","3282","75.4"
"182884000","258400","3282","75.4"
"183094000","258400","3282","75.8"
"183304000","258400","3282","75.8"
"183514000","258400","3283","75.8"
"183723000","258400","3283","75.8"
"184130000","258400","3283","75.8"
"184399000","258400","3283","75.8"
"184609000","258400","3282","75.8"
"184820000","258400","3282","75.8"
"185030000","258400","3282","76.1"
"185438000","258400","3282","76.1"
"185705000","258400","3282","76.1"
"185915000","258400","3282","76.1"
"186125000","258400","3282","76.1"
"186342000","258400","3282","76.1"
"186749000","258400","3282","76.4"
"187017000","258400","3282","76.4"
"187227000","258400","3282","76.4"
"187437000","258400","3282","76.4"
"187647000","258400","3282","76.4"
"188038000","258400","3282","76.4"
"188313000","258400","3282","76.4"
"188524000","258400","3282","76.7"
"188733000","258400","3282","76.7"
"188944000","258400","3282","76.7"
"189351000","258400","3282","76.7"
"189619000","258400","3282","76.7"
"189829000","258400","3282","76.7"
"190039000","258400","3282","76.7"
"190248000","258400","3282","77.0"
"190655000","258400","3282","77.0"
"190923000","258400","3282","77.0"
"191133000","258400","3282","77.0"
"191342000","258400","3282","77.0"
"191552000","258400","3282","77.0"
"191959000","258400","3282","77.0"
"192226000","258400","3282","77.3"
"192436000","258400","3282","77.3"
"192646000","258400","3282","77.3"
"192856000","258400","3282","77.3"
"193263000","258400","3282","77.3"
"193531000","258400","3282","77.3"
"193741000","258400","3282","77.3"
"193951000","258400","3282","77.6"
"194160000","258400","3282","77.6"
"194568000","258400","3282","77.6"
"194836000","258400","3282","77.6"
"195046000","258400","3282","77.6"
"195256000","258400","3282","77.6"
"195466000","258400","3282","77.6"
"195874000","258400","3282","77.9"
"196141000","258400","3282","77.9"
"196357000","258400","3282","77.9"
"196567000","258400","3282","77.9"
"196777000","258400","3282","77.9"
"197184000","258400","3282","77.9"
"197453000","258400","3282","78.3"
"197663000","258400","3282","78.3"
"197873000","258400","3282","78.3"
"198082000","258400","3282","78.3"
"198490000","258400","3282","78.3"
"198758000","258400","3282","78.3"
"198968000","258400","3282","78.3"
"199177000","258400","3282","78.3"
"199388000","258400","3282","78.6"
"199853000","258400","3282","78.6"
"200063000","258400","3282","78.6"
"200274000","258400","3282","78.6"
"200484000","258400","3282","78.6"
"200693000","258400","3282","78.6"
"201101000","258400","3282","78.9"
"201369000","258400","3282","78.9"
"201579000","258400","3282","78.9"
"201789000","258400","3282","78.9"
"201999000","258400","3282","78.9"
"202407000","258400","3282","78.9"
"202676000","258400","3282","78.9"
"202886000","258400","3282","79.2"
"203096000","258400","3282","79.2"
"203305000","258400","3282","79.2"
"203714000","258400","3282","79.2"
"203981000","258400","3282","79.2"
"204191000","258400","3282","79.2"
"204400000","258400","3282","79.2"
"204611000","258400","3282","79.2"
"205019000","258400","3283","79.5"
"205287000","258400","3283","79.5"
"205497000","258400","3283","79.5"
"205707000","258400","3283","79.5"
"205917000","258400","3283","79.5"
"206331000","258400","3282","79.5"
"206598000","258400","3283","79.8"
"206808000","258400","3283","79.8"
"207018000","258400","3283","79.8"
"207228000","258400","3283","79.8"
"207636000","258400","3283","79.8"
"207903000","258400","3283","79.8"
"208113000","258400","3282","79.8"
"208323000","258400","3283","80.1"
"208534000","258400","3283","80.1"
"208941000","258400","3283","80.1"
"209209000","258400","3283","80.1"
"209419000","258400","3283","80.1"
"209628000","258400","3283","80.1"
"209839000","258400","3282","80.1"
"210246000","258400","3283","80.4"
"210514000","258400","3283","80.4"
"210724000","258400","3283","80.4"
"210934000","258400","3282","80.4"
"211144000","258400","3282","80.4"
"211552000","258400","3282","80.4"
"211819000","258400","3282","80.8"
"212029000","258400","3283","80.8"
"212239000","258400","3283","80.8"
"212449000","258400","3283","80.8"
"212857000","258400","3283","80.8"
"213125000","258400","3283","80.8"
"213334000","258400","3282","80.8"
"213544000","258400","3282","80.8"
"213755000","258400","3283","81.1"
"214162000","258400","3283","81.1"
"214447000","258400","3283","81.1"
"214657000","258400","3282","81.1"
"214867000","258400","3282","81.1"
"215078000","258400","3282","81.1"
"215485000","258400","3282","81.4"
"215753000","258400","3283","81.4"
"215963000","258400","3283","81.4"
"216173000","258400","3283","81.4"
"216390000","258400","3283","81.4"
"216797000","258400","3282","81.4"
"217064000","258400","3282","81.4"
"217274000","258400","3283","81.7"
"217484000","258400","3283","81.7"
"217693000","258400","3283","81.7"
"218102000","258400","3283","81.7"
"218369000","258400","3283","81.7"
"218579000","258400","3283","81.7"
"218790000","258400","3282","81.7"
"218999000","258400","3282","81.7"
"219407000","258400","3283","82.0"
"219675000","258400","3282","82.0"
"219885000","258400","3282","82.0"
"220095000","258400","3282","82.0"
"220304000","258400","3282","82.0"
"220712000","258400","3282","82.0"
"220980000","258400","3282","82.3"
"221190000","258400","3283","82.3"
"221400000","258400","3283","82.3"
"221610000","258400","3283","82.3"
"222018000","258400","3283","82.3"
"222287000","258400","3283","82.3"
"222497000","258400","3283","82.3"
"222706000","258400","3282","82.3"
"222917000","258400","3283","82.6"
"223325000","258400","3283","82.6"
"223593000","258400","3283","82.6"
"223803000","258400","3283","82.6"
"224013000","258400","3283","82.6"
"224221000","258400","3283","82.6"
"224630000","258400","3283","82.9"
"224897000","258400","3283","82.9"
"225108000","258400","3283","82.9"
"225317000","258400","3283","82.9"
"225526000","258400","3283","82.9"
"225934000","258400","3283","82.9"
"226201000","258400","3283","82.9"
"226416000","258400","3283","83.2"
"226626000","258400","3283","83.2"
"226836000","258400","3283","83.2"
"227227000","258400","3283","83.2"
"227504000","258400","3283","83.2"
"227714000","258400","3283","83.2"
"227923000","258400","3283","83.2"
"228133000","258400","3283","83.2"
"228541000","258400","3283","83.5"
"228809000","258400","3282","83.5"
"229018000","258400","3282","83.5"
"229227000","258400","3282","83.5"
"229437000","258400","3282","83.5"
"229846000","258400","3282","83.5"
"230112000","258400","3282","83.8"
"230323000","258400","3282","83.8"
"230533000","258400","3282","83.8"
"230743000","258400","3282","83.8"
"231150000","258400","3282","83.8"
